"mean_month_doy","temp_mean_month_doy"
15,8.43032786885246
45,5.70716889428919
76,6.0672082717873
106,8.42682926829268
137,11.4512195121951
167,15.6541889483066
198,19.3736526946108
228,19.169
259,18.208
289,14.9344827586207
320,12.4758620689655
350,10.1836228287841
