StaldID,GoedningsID,Aar,DyrID,DyrNavn,StaldNavn,DyreType,GoedningsNavn,NabDyr,TANabDyr,GoednabDyr,TSabDyr,VSStald,VSAfgræsning,NDyr,NDyr_mod,TotNabDyr,TotTANabDyr,TotGoednabDyr,CH4_dyr_stald,CH4_dyr_Stald_aft,CH4_dyr_lager,CH4_dyr_afg,CH4_dyr_biog,NH3_dyr_stald,NH3_dyr_lager,N2O_dyr_dir_tot,N2O_dyr_indir_tot,Scenarie
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,2022,5,"Tyre, 6 mdr.-440 kg, st. race",Spaltegulvbokse,kvæg,Gylle,20.15,14.04,2.01,13,0.20904,0,28224.42,28224.42,568722.063,396270.8568,56731.0842,0.0651955322211558,0.157322861145036,2.73424859456769,0.352640602093765,13.7544456414741,0.486304140702108,0.10686074244241,0.0440792338837278,0.00932116244941386,kontrol
2,1,2022,5,"Tyre, 6 mdr.-440 kg, st. race",Spaltegulvbokse,kvæg,Gylle,20.15,14.04,2.01,13,0.20904,0,28224.42,28224.42,568722.063,396270.8568,56731.0842,0.0651955322211558,0.157322861145036,1.64054915674062,0.352640602093765,13.7544456414741,0.486304140702108,0.10686074244241,0.0440792338837278,0.00932116244941386,oxidation
2,1,2022,5,"Tyre, 6 mdr.-440 kg, st. race",Spaltegulvbokse,kvæg,Gylle,20.15,14.04,2.01,13,0.20904,0,28224.42,28224.42,568722.063,396270.8568,56731.0842,0.0651955322211558,0.157322861145036,0.98432949404437,0.352640602093765,13.7544456414741,0.486304140702108,0.10686074244241,0.0440792338837278,0.00932116244941386,fakkel
2,1,2022,5,"Tyre, 6 mdr.-440 kg, st. race",Spaltegulvbokse,kvæg,Gylle,20.15,14.04,2.01,13,0.20904,0,28224.42,28224.42,568722.063,396270.8568,56731.0842,0.0651955322211558,0.157322861145036,0.820274578370308,0.352640602093765,13.7544456414741,0.486304140702108,0.0534303712212052,0.0440792338837278,0.00848154233022349,lavdosis
2,1,2022,6,"Tyre, 6 mdr.-328 kg, jersey",Spaltegulvbokse,kvæg,Gylle,18.39,12.1,2.16,13,0.22464,0,450.066,450.066,8276.71374,5445.7986,972.14256,0.0651955322211558,0.157322861145036,2.73424859456769,0.352640602093765,13.7544456414741,0.486304140702108,0.10686074244241,0.0440792338837278,0.00932116244941386,kontrol
2,1,2022,6,"Tyre, 6 mdr.-328 kg, jersey",Spaltegulvbokse,kvæg,Gylle,18.39,12.1,2.16,13,0.22464,0,450.066,450.066,8276.71374,5445.7986,972.14256,0.0651955322211558,0.157322861145036,1.64054915674062,0.352640602093765,13.7544456414741,0.486304140702108,0.10686074244241,0.0440792338837278,0.00932116244941386,oxidation
